rank,sku,pid,commentId,commentDate,score,countryCode,user,comment,imageUrls
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,2605151143211942300,2026-05-15T11:43:21+08:00,5,BD,FurNovaCo,,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755101903630338,2024-04-28T23:46:14+08:00,4,FR,U***i,conforme mais sur les deux achetées un des collier ne fonctionne pas bien ,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755101903630336,2024-04-28T23:40:21+08:00,5,ES,H***f,Es genial a la hora de pasear a tu mascota por la noche . ,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755101903630337,2024-04-28T22:13:44+08:00,5,FR,Z***w,Super je peux voir mon chien dans la nuit le promener et le lâcher sans m inquiéter ,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784754701435678720,2024-04-28T17:19:33+08:00,5,MX,K***e,Llegó a tiempo  buena calidad del producto,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755101899436033,2024-04-27T20:59:20+08:00,2,IT,B***u,La linguetta dove si preme il bottone per la luce esce fuori e potrebbe essere ingoiata dal cane,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755101899436032,2024-04-27T13:38:37+08:00,5,MX,Z***p,Muy padre la verdad solo que pedí talla chica y no es para razas chicas en realidad es para medianas,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755101899436034,2024-04-27T10:29:53+08:00,2,CL,F***f,Brilla más un lado que otro. No es homogénea la luz. Físicamente como la descripción.,https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2024-04-29/aed4adec-9392-4fa2-9393-85c64970479b.jpg|https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2024-04-29/71c0af44-cf90-449b-8b53-44a78f10d7f6.jpg
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784754701431484417,2024-04-27T04:41:47+08:00,5,MX,F***x,Muy padre 😊,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755101895241729,2024-04-27T02:22:29+08:00,5,MX,H***w,"excelente, el tiempo de entrega fue bastante rápido, antes de la fecha la talla está bien, la luz es fuerte, y mi perrita muy contenta,me gustó mucho muchas gracias",https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2024-04-29/26d577d9-f376-4573-9d95-2f36294fa458.jpg|https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2024-04-29/fe46bf8f-59a8-4ca1-becd-f3da9eb79d36.jpg|https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2024-04-29/6db8e3f3-96ac-45ff-a2d7-3111ae8e809d.jpg
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755071457177601,2024-04-26T22:47:54+08:00,5,MX,J***n,esta bonito llegó rápido,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755101895241728,2024-04-26T20:55:24+08:00,5,MX,W***k,buen brillo y se siente resistente,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784754961159565317,2024-04-25T21:29:47+08:00,3,SK,R***h, OK ,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755071452983299,2024-04-25T18:35:31+08:00,5,MX,O***y,"Aun no lo usamos.... Pero llego a tiempo, si funciona bien.",
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755071448788995,2024-04-25T17:00:22+08:00,5,IT,A***e,troppo bello,https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2024-04-29/e968f522-81d7-4b5c-9ab8-4799f0d5924b.jpg|https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2024-04-29/1ceca763-a196-40ea-9737-3393f9a1eba0.jpg|https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2024-04-29/2c583116-272f-439e-aa24-b89f2c745d96.jpg|https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2024-04-29/2a515c67-c5e2-4c44-b0a1-6ed567c19217.jpg
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755071452983298,2024-04-25T09:54:06+08:00,5,ES,G***o,Perfecto,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755071457177600,2024-04-25T05:48:54+08:00,1,CZ,M***o,"розмір xs дуже великий замовляла для йорка, але по розміру підійде на грудну клітину, а не на шию.",https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2024-04-29/8e2b4c03-d77c-404e-985f-16cb97cff3ff.jpg|https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2024-04-29/47317f1f-df55-4e4c-abb2-a307d3aab958.jpg
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755071452983300,2024-04-25T01:26:40+08:00,5,ES,H***z,Nos encantan y dura bastante la batería.,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755071452983297,2024-04-25T01:20:18+08:00,5,ES,A***l,Perfecto,
2,CJJJCWGY00032,7BFA65D8-41B6-4316-A7F4-2EB2A34CA257,1784755071452983301,2024-04-25T00:59:55+08:00,5,ES,F***d,Es como en la descripción,
5,CJJJCWGX00546,D2C89161-B5F9-4B6C-99D1-9D9E3B00A2A8,3450265,2020-08-24T09:18:45+08:00,5,SK,J***o,everything is ok.. thanks,
5,CJJJCWGX00546,D2C89161-B5F9-4B6C-99D1-9D9E3B00A2A8,3450266,2020-08-22T19:09:45+08:00,5,US,B***r,"I am very impressed with the collar when I first got it on the first time out on her rope outside the d ring on it was not welded together and it just opened up, I am very impressed with the I&#39;d tag it is excellent  I am hoping that they will make it right for me  I will add more information about this later",
5,CJJJCWGX00546,D2C89161-B5F9-4B6C-99D1-9D9E3B00A2A8,3450267,2020-08-19T08:44:45+08:00,5,GR,N***s,"Amazing quality, strong and durable collar for my German Shepherd. Seller put at total 4 patches (2 of my choice and 2 service dog). Thank you so much!!",
5,CJJJCWGX00546,D2C89161-B5F9-4B6C-99D1-9D9E3B00A2A8,3450268,2020-07-11T13:05:45+08:00,5,MX,A***z,Super recommended looks great on my dog,
5,CJJJCWGX00546,D2C89161-B5F9-4B6C-99D1-9D9E3B00A2A8,3450269,2020-06-23T08:42:45+08:00,3,FR,A***n,The necklace is consistent but the scratch with the name does not match. They&#39;re way too big,
5,CJJJCWGX00546,D2C89161-B5F9-4B6C-99D1-9D9E3B00A2A8,3450270,2020-05-29T07:20:45+08:00,5,PL,A***s,A little too big but not too bad. Great quality and the patch glows in the dark!,https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2020-11-24/44e8c4db-9871-4590-9231-12611a043f62.jpg|https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2020-11-24/a3b0ba76-407c-4bc6-8e00-118c7fbde983.jpg|https://cc-west-usa.oss-us-west-1.aliyuncs.com/comment/additional/0001/image/2020-11-24/18f3c1a8-53a7-4703-9c08-2a60a64627db.jpg
